Time,Balance Before,Balance After,Profit,Action
2022-06-08 16:23:12,3 269.97,3 272.78,+2.81,"Close short position for symbol BINANCE:APEUSDT at price 6.0131 for 4036 shares. Position AVG Price was 6.013798, currency: USDT, rate: 0.999230, last updated rate on 2022-06-08T14:13:43Z, point value: 1.000000"
2022-06-08 16:17:26,3 269.82,3 269.97,+0.15,"Close short position for symbol BINANCE:APEUSDT at price 5.9990 for 509 shares. Position AVG Price was 5.999300, currency: USDT, rate: 0.999350, last updated rate on 2022-06-08T13:17:53Z, point value: 1.000000"
2022-06-08 16:15:14,3 246.68,3 269.82,+23.14,"Close short position for symbol BINANCE:APEUSDT at price 5.9833 for 255 shares. Position AVG Price was 6.074100, currency: USDT, rate: 0.999350, last updated rate on 2022-06-08T13:17:53Z, point value: 1.000000"
2022-06-08 16:08:10,3 230.25,3 246.68,+16.42,"Close short position for symbol BINANCE:APEUSDT at price 6.0094 for 254 shares. Position AVG Price was 6.074100, currency: USDT, rate: 0.999350, last updated rate on 2022-06-08T13:17:53Z, point value: 1.000000"
2022-06-08 15:50:08,3 235.95,3 230.25,-5.70,"Close short position for symbol BINANCE:APEUSDT at price 6.0776 for 509 shares. Position AVG Price was 6.066400, currency: USDT, rate: 0.999350, last updated rate on 2022-06-08T13:17:53Z, point value: 1.000000"
2022-06-08 15:49:24,3 243.89,3 235.95,-7.94,"Close short position for symbol BINANCE:APEUSDT at price 6.0492 for 509 shares. Position AVG Price was 6.033600, currency: USDT, rate: 0.999350, last updated rate on 2022-06-08T13:17:53Z, point value: 1.000000"
2022-06-08 15:39:01,3 252.23,3 243.89,-8.34,"Close short position for symbol BINANCE:APEUSDT at price 6.0433 for 509 shares. Position AVG Price was 6.026900, currency: USDT, rate: 0.999350, last updated rate on 2022-06-08T13:17:53Z, point value: 1.000000"
2022-06-08 15:28:10,3 233.09,3 252.23,+19.14,"Close long position for symbol BINANCE:APEUSDT at price 6.0142 for 255 shares. Position AVG Price was 5.939100, currency: USDT, rate: 0.999350, last updated rate on 2022-06-08T13:17:53Z, point value: 1.000000"
2022-06-08 15:06:46,3 220.20,3 233.09,+12.90,"Close long position for symbol BINANCE:APEUSDT at price 5.9899 for 254 shares. Position AVG Price was 5.939100, currency: USDT, rate: 0.999450, last updated rate on 2022-06-08T12:15:06Z, point value: 1.000000"
2022-06-08 13:23:46,3 209.41,3 220.20,+10.78,"Close short position for symbol BINANCE:APEUSDT at price 5.9948 for 509 shares. Position AVG Price was 6.016000, currency: USDT, rate: 0.999380, last updated rate on 2022-06-08T11:15:42Z, point value: 1.000000"
2022-06-08 13:17:41,3 200.00,3 209.41,+9.41,"Close long position for symbol BINANCE:APEUSDT at price 6.0064 for 509 shares. Position AVG Price was 5.987900, currency: USDT, rate: 0.999410, last updated rate on 2022-06-08T10:09:55Z, point value: 1.000000"
