Time,Balance Before,Balance After,Profit,Action
2022-11-12 10:29:31,1 342.37,1 342.31,-0.06,"Commission for: Close short position for symbol BYBIT:MATICUSDT.P at price 0.9591 for 450 shares. Position AVG Price was 0.963934, currency: USDT, rate: 0.997200, last updated rate on 2022-11-12T07:33:41Z, point value: 1.000000"
2022-11-12 10:29:31,1 340.20,1 342.37,+2.17,"Close short position for symbol BYBIT:MATICUSDT.P at price 0.9591 for 450 shares. Position AVG Price was 0.963934, currency: USDT, rate: 0.997200, last updated rate on 2022-11-12T07:33:41Z, point value: 1.000000"
2022-11-12 10:27:17,1 340.26,1 340.20,-0.06,"Commission for: Close short position for symbol BYBIT:MATICUSDT.P at price 0.9552 for 425 shares. Position AVG Price was 0.963934, currency: USDT, rate: 0.997200, last updated rate on 2022-11-12T07:33:41Z, point value: 1.000000"
2022-11-12 10:27:17,1 336.56,1 340.26,+3.70,"Close short position for symbol BYBIT:MATICUSDT.P at price 0.9552 for 425 shares. Position AVG Price was 0.963934, currency: USDT, rate: 0.997200, last updated rate on 2022-11-12T07:33:41Z, point value: 1.000000"
2022-11-12 10:23:57,1 336.64,1 336.56,-0.08,Commission for: Enter position for symbol BYBIT:MATICUSDT.P at price 0.9597 for 550 shares
2022-11-12 10:23:03,1 336.69,1 336.64,-0.05,"Commission for: Close short position for symbol BYBIT:MATICUSDT.P at price 0.9600 for 325 shares. Position AVG Price was 0.971100, currency: USDT, rate: 0.997200, last updated rate on 2022-11-12T07:33:41Z, point value: 1.000000"
2022-11-12 10:23:03,1 333.09,1 336.69,+3.60,"Close short position for symbol BYBIT:MATICUSDT.P at price 0.9600 for 325 shares. Position AVG Price was 0.971100, currency: USDT, rate: 0.997200, last updated rate on 2022-11-12T07:33:41Z, point value: 1.000000"
2022-11-12 10:22:10,1 333.18,1 333.09,-0.09,"Commission for: Close short position for symbol BYBIT:MATICUSDT.P at price 0.9652 for 650 shares. Position AVG Price was 0.971100, currency: USDT, rate: 0.997200, last updated rate on 2022-11-12T07:33:41Z, point value: 1.000000"
2022-11-12 10:22:10,1 329.36,1 333.18,+3.82,"Close short position for symbol BYBIT:MATICUSDT.P at price 0.9652 for 650 shares. Position AVG Price was 0.971100, currency: USDT, rate: 0.997200, last updated rate on 2022-11-12T07:33:41Z, point value: 1.000000"
2022-11-12 10:20:12,1 329.55,1 329.36,-0.19,Commission for: Enter position for symbol BYBIT:MATICUSDT.P at price 0.9711 for 1300 shares
2022-11-12 10:20:12,1 329.74,1 329.55,-0.19,"Commission for: Close long position for symbol BYBIT:MATICUSDT.P at price 0.9711 for 1300 shares. Position AVG Price was 0.973100, currency: USDT, rate: 0.997200, last updated rate on 2022-11-12T07:33:41Z, point value: 1.000000"
2022-11-12 10:20:12,1 332.33,1 329.74,-2.59,"Close long position for symbol BYBIT:MATICUSDT.P at price 0.9711 for 1300 shares. Position AVG Price was 0.973100, currency: USDT, rate: 0.997200, last updated rate on 2022-11-12T07:33:41Z, point value: 1.000000"
2022-11-12 10:18:23,1 332.34,1 332.33,-0.01,Commission for: Enter position for symbol BYBIT:MATICUSDT.P at price 0.9726 for 100 shares
2022-11-12 10:18:21,1 332.36,1 332.34,-0.01,Commission for: Enter position for symbol BYBIT:MATICUSDT.P at price 0.9725 for 100 shares
2022-11-12 10:18:13,1 332.37,1 332.36,-0.01,"Commission for: Close long position for symbol BYBIT:MATICUSDT.P at price 0.9724 for 100 shares. Position AVG Price was 0.973200, currency: USDT, rate: 0.997200, last updated rate on 2022-11-12T07:33:41Z, point value: 1.000000"
