Time,Balance Before,Balance After,Profit,Action
2022-07-05 16:58:06,1 245.36,1 246.87,+1.51,"Close short position for symbol BYBIT:BTCUSDT at price 19463.0 for 0.055 shares. Position AVG Price was 19490.500000, currency: USDT, rate: 0.998670, last updated rate on 2022-07-05T14:16:04Z, point value: 1.000000"
2022-07-05 16:54:02,1 242.92,1 245.36,+2.45,"Close short position for symbol BYBIT:APEUSDT at price 4.731 for 245 shares. Position AVG Price was 4.741000, currency: USDT, rate: 0.998670, last updated rate on 2022-07-05T14:16:04Z, point value: 1.000000"
2022-07-05 16:41:47,1 241.52,1 242.92,+1.40,"Close short position for symbol BYBIT:BTCUSDT at price 19544.0 for 0.055 shares. Position AVG Price was 19569.500000, currency: USDT, rate: 0.998670, last updated rate on 2022-07-05T14:16:04Z, point value: 1.000000"
2022-07-05 16:12:50,1 239.29,1 241.52,+2.22,"Close long position for symbol BYBIT:BTCUSDT at price 19458.0 for 0.385 shares. Position AVG Price was 19452.214286, currency: USDT, rate: 0.998500, last updated rate on 2022-07-05T13:14:26Z, point value: 1.000000"
2022-07-05 16:11:03,1 241.43,1 239.29,-2.14,"Close short position for symbol BYBIT:BTCUSDT at price 19445.5 for 0.055 shares. Position AVG Price was 19406.500000, currency: USDT, rate: 0.998500, last updated rate on 2022-07-05T13:14:26Z, point value: 1.000000"
2022-07-05 16:02:04,1 243.08,1 241.43,-1.65,"Close long position for symbol BYBIT:BTCUSDT at price 19406.5 for 0.055 shares. Position AVG Price was 19436.500000, currency: USDT, rate: 0.998500, last updated rate on 2022-07-05T13:14:26Z, point value: 1.000000"
2022-07-05 16:01:10,1 246.82,1 243.08,-3.73,"Close short position for symbol BYBIT:BTCUSDT at price 19438.0 for 0.055 shares. Position AVG Price was 19370.000000, currency: USDT, rate: 0.998500, last updated rate on 2022-07-05T13:14:26Z, point value: 1.000000"
2022-07-05 15:56:20,1 248.76,1 246.82,-1.95,"Close long position for symbol BYBIT:BTCUSDT at price 19380.0 for 0.055 shares. Position AVG Price was 19415.500000, currency: USDT, rate: 0.998500, last updated rate on 2022-07-05T13:14:26Z, point value: 1.000000"
2022-07-05 15:55:39,1 249.34,1 248.76,-0.58,"Close long position for symbol BYBIT:BTCUSDT at price 19408.0 for 0.055 shares. Position AVG Price was 19418.500000, currency: USDT, rate: 0.998500, last updated rate on 2022-07-05T13:14:26Z, point value: 1.000000"
2022-07-05 15:54:24,1 251.62,1 249.34,-2.28,"Close long position for symbol BYBIT:BTCUSDT at price 19421.5 for 0.055 shares. Position AVG Price was 19463.000000, currency: USDT, rate: 0.998500, last updated rate on 2022-07-05T13:14:26Z, point value: 1.000000"
