Time,Balance Before,Balance After,Profit,Action
2022-08-20 17:15:15,1 236.92,1 236.88,-0.04,"Close short position for symbol BYBIT:MATICUSDT at price 0.7958 for 1500 shares. Position AVG Price was 0.795775, currency: USDT, rate: 0.999970, last updated rate on 2022-08-20T14:51:47Z, point value: 1.000000"
2022-08-20 17:03:33,1 233.28,1 236.92,+3.64,"Close short position for symbol BYBIT:MATICUSDT at price 0.7939 for 750 shares. Position AVG Price was 0.798750, currency: USDT, rate: 0.999970, last updated rate on 2022-08-20T14:51:47Z, point value: 1.000000"
2022-08-20 16:38:46,1 227.28,1 233.28,+6.00,"Close short position for symbol BYBIT:MATICUSDT at price 0.7934 for 750 shares. Position AVG Price was 0.801400, currency: USDT, rate: 1.000200, last updated rate on 2022-08-20T13:54:06Z, point value: 1.000000"
2022-08-20 16:34:03,1 228.03,1 227.28,-0.75,"Close long position for symbol BYBIT:MATICUSDT at price 0.8014 for 1500 shares. Position AVG Price was 0.801900, currency: USDT, rate: 1.000200, last updated rate on 2022-08-20T13:54:06Z, point value: 1.000000"
2022-08-20 16:31:11,1 230.83,1 228.03,-2.79,"Close long position for symbol BYBIT:MATICUSDT at price 0.8018 for 2090 shares. Position AVG Price was 0.803137, currency: USDT, rate: 1.000200, last updated rate on 2022-08-20T13:54:06Z, point value: 1.000000"
2022-08-20 16:29:42,1 230.67,1 230.83,+0.16,"Close short position for symbol BYBIT:MATICUSDT at price 0.8034 for 1590 shares. Position AVG Price was 0.803500, currency: USDT, rate: 1.000200, last updated rate on 2022-08-20T13:54:06Z, point value: 1.000000"
2022-08-20 16:20:07,1 231.94,1 230.67,-1.27,"Close long position for symbol BYBIT:MATICUSDT at price 0.8035 for 1590 shares. Position AVG Price was 0.804300, currency: USDT, rate: 1.000200, last updated rate on 2022-08-20T13:54:06Z, point value: 1.000000"
2022-08-20 16:16:12,1 231.87,1 231.94,+0.07,"Close short position for symbol BYBIT:MATICUSDT at price 0.8043 for 1590 shares. Position AVG Price was 0.804343, currency: USDT, rate: 1.000200, last updated rate on 2022-08-20T13:54:06Z, point value: 1.000000"
2022-08-20 16:06:03,1 232.41,1 231.87,-0.54,"Close short position for symbol BYBIT:MATICUSDT at price 0.8056 for 670 shares. Position AVG Price was 0.804800, currency: USDT, rate: 1.000200, last updated rate on 2022-08-20T13:54:06Z, point value: 1.000000"
2022-08-20 16:04:46,1 231.87,1 232.41,+0.54,"Close long position for symbol BYBIT:MATICUSDT at price 0.8055 for 1340 shares. Position AVG Price was 0.805099, currency: USDT, rate: 1.000200, last updated rate on 2022-08-20T13:54:06Z, point value: 1.000000"
