Time,Balance Before,Balance After,Profit,Action
2022-06-16 15:38:49,3 979.04,4 006.10,+27.07,"Close short position for symbol BINANCE:APEUSDT at price 3.4808 for 1000 shares. Position AVG Price was 3.507900, currency: USDT, rate: 0.998830, last updated rate on 2022-06-16T13:18:56Z, point value: 1.000000"
2022-06-16 15:35:57,3 963.75,3 979.04,+15.28,"Close long position for symbol BINANCE:APEUSDT at price 3.5464 for 500 shares. Position AVG Price was 3.515800, currency: USDT, rate: 0.998830, last updated rate on 2022-06-16T13:18:56Z, point value: 1.000000"
2022-06-16 15:35:40,3 961.66,3 963.75,+2.10,"Close short position for symbol BINANCE:APEUSDT at price 3.5158 for 500 shares. Position AVG Price was 3.520000, currency: USDT, rate: 0.998830, last updated rate on 2022-06-16T13:18:56Z, point value: 1.000000"
2022-06-16 15:34:36,3 940.13,3 961.66,+21.52,"Close short position for symbol BINANCE:APEUSDT at price 3.4769 for 500 shares. Position AVG Price was 3.520000, currency: USDT, rate: 0.998830, last updated rate on 2022-06-16T13:18:56Z, point value: 1.000000"
2022-06-16 15:32:16,3 939.13,3 940.13,+1.00,"Close short position for symbol BINANCE:APEUSDT at price 3.5422 for 1000 shares. Position AVG Price was 3.543200, currency: USDT, rate: 0.998830, last updated rate on 2022-06-16T13:18:56Z, point value: 1.000000"
2022-06-16 15:30:24,3 932.84,3 939.13,+6.29,"Close short position for symbol BINANCE:APEUSDT at price 3.5241 for 2000 shares. Position AVG Price was 3.527250, currency: USDT, rate: 0.998830, last updated rate on 2022-06-16T13:18:56Z, point value: 1.000000"
2022-06-16 15:29:56,3 924.55,3 932.84,+8.29,"Close short position for symbol BINANCE:APEUSDT at price 3.5425 for 1000 shares. Position AVG Price was 3.550800, currency: USDT, rate: 0.998830, last updated rate on 2022-06-16T13:18:56Z, point value: 1.000000"
2022-06-16 15:08:54,3 928.05,3 924.55,-3.50,"Close short position for symbol BINANCE:APEUSDT at price 3.5465 for 1000 shares. Position AVG Price was 3.543000, currency: USDT, rate: 0.998810, last updated rate on 2022-06-16T12:12:16Z, point value: 1.000000"
2022-06-16 12:25:59,3 882.60,3 928.05,+45.45,"Close short position for symbol BINANCE:APEUSDT at price 3.5774 for 1000 shares. Position AVG Price was 3.622900, currency: USDT, rate: 0.998810, last updated rate on 2022-06-16T10:19:00Z, point value: 1.000000"
2022-06-16 12:03:30,3 882.50,3 882.60,+0.10,"Close short position for symbol BINANCE:APEUSDT at price 3.6414 for 3000 shares. Position AVG Price was 3.641433, currency: USDT, rate: 0.999080, last updated rate on 2022-06-16T09:17:33Z, point value: 1.000000"
2022-06-16 11:46:48,3 855.32,3 882.50,+27.17,"Close short position for symbol BINANCE:APEUSDT at price 3.6430 for 500 shares. Position AVG Price was 3.697400, currency: USDT, rate: 0.999080, last updated rate on 2022-06-16T09:17:33Z, point value: 1.000000"
2022-06-16 11:32:14,3 841.09,3 855.32,+14.24,"Close short position for symbol BINANCE:APEUSDT at price 3.6689 for 500 shares. Position AVG Price was 3.697400, currency: USDT, rate: 0.999080, last updated rate on 2022-06-16T09:17:33Z, point value: 1.000000"
2022-06-16 11:14:17,3 844.98,3 841.09,-3.90,"Close long position for symbol BINANCE:APEUSDT at price 3.7005 for 1000 shares. Position AVG Price was 3.704400, currency: USDT, rate: 0.998910, last updated rate on 2022-06-16T08:18:51Z, point value: 1.000000"
