Time,Balance Before,Balance After,Profit,Action
2022-08-28 18:15:41,1 229.12,1 232.09,+2.97,"Close long position for symbol BYBIT:AVAXUSDT at price 20.115 for 43.5 shares. Position AVG Price was 20.046667, currency: USDT, rate: 0.999850, last updated rate on 2022-08-28T16:01:43Z, point value: 1.000000"
2022-08-28 18:04:35,1 226.58,1 229.12,+2.54,"Close long position for symbol BYBIT:AVAXUSDT at price 20.115 for 14.5 shares. Position AVG Price was 19.940000, currency: USDT, rate: 0.999850, last updated rate on 2022-08-28T16:01:43Z, point value: 1.000000"
2022-08-28 18:00:37,1 223.39,1 226.58,+3.19,"Close long position for symbol BYBIT:AVAXUSDT at price 20.050 for 29 shares. Position AVG Price was 19.940000, currency: USDT, rate: 0.999850, last updated rate on 2022-08-28T15:01:38Z, point value: 1.000000"
2022-08-28 17:17:00,1 226.00,1 223.39,-2.61,"Close short position for symbol BYBIT:AVAXUSDT at price 19.925 for 58 shares. Position AVG Price was 19.880000, currency: USDT, rate: 0.999850, last updated rate on 2022-08-28T15:01:38Z, point value: 1.000000"
2022-08-28 17:07:18,1 228.46,1 226.00,-2.46,"Close long position for symbol BYBIT:AVAXUSDT at price 19.880 for 58 shares. Position AVG Price was 19.922500, currency: USDT, rate: 0.999850, last updated rate on 2022-08-28T15:01:38Z, point value: 1.000000"
2022-08-28 16:32:16,1 228.90,1 228.46,-0.43,"Close short position for symbol BYBIT:AVAXUSDT at price 19.840 for 29 shares. Position AVG Price was 19.825000, currency: USDT, rate: 0.999820, last updated rate on 2022-08-28T14:01:51Z, point value: 1.000000"
2022-08-28 16:22:37,1 224.55,1 228.90,+4.35,"Close short position for symbol BYBIT:AVAXUSDT at price 19.675 for 29 shares. Position AVG Price was 19.825000, currency: USDT, rate: 0.999820, last updated rate on 2022-08-28T14:01:51Z, point value: 1.000000"
2022-08-28 16:06:10,1 227.84,1 224.55,-3.29,"Close long position for symbol BYBIT:MATICUSDT at price 0.8135 for 1400 shares. Position AVG Price was 0.815850, currency: USDT, rate: 0.999820, last updated rate on 2022-08-28T14:01:51Z, point value: 1.000000"
2022-08-27 18:31:36,1 224.00,1 227.84,+3.84,"Close short position for symbol BYBIT:AVAXUSDT at price 19.990 for 29 shares. Position AVG Price was 20.122500, currency: USDT, rate: 0.999870, last updated rate on 2022-08-27T16:00:31Z, point value: 1.000000"
2022-08-27 18:16:54,1 220.88,1 224.00,+3.12,"Close short position for symbol BYBIT:AVAXUSDT at price 20.015 for 29 shares. Position AVG Price was 20.122500, currency: USDT, rate: 0.999870, last updated rate on 2022-08-27T16:00:31Z, point value: 1.000000"
2022-08-27 18:05:13,1 220.66,1 220.88,+0.22,"Close short position for symbol BYBIT:AVAXUSDT at price 20.180 for 29 shares. Position AVG Price was 20.187500, currency: USDT, rate: 0.999870, last updated rate on 2022-08-27T16:00:31Z, point value: 1.000000"
2022-08-27 18:04:16,1 219.14,1 220.66,+1.52,"Close short position for symbol BYBIT:AVAXUSDT at price 20.135 for 29 shares. Position AVG Price was 20.187500, currency: USDT, rate: 0.999870, last updated rate on 2022-08-27T16:00:31Z, point value: 1.000000"
2022-08-27 17:50:14,1 219.14,1 219.14,0.00,"Close short position for symbol BYBIT:AVAXUSDT at price 20.070 for 29 shares. Position AVG Price was 20.070000, currency: USDT, rate: 1.000220, last updated rate on 2022-08-27T15:01:07Z, point value: 1.000000"
2022-08-27 17:46:45,1 217.11,1 219.14,+2.03,"Close short position for symbol BYBIT:AVAXUSDT at price 20.000 for 29 shares. Position AVG Price was 20.070000, currency: USDT, rate: 1.000220, last updated rate on 2022-08-27T15:01:07Z, point value: 1.000000"
2022-08-27 17:40:24,1 212.76,1 217.11,+4.35,"Close short position for symbol BYBIT:AVAXUSDT at price 19.950 for 29 shares. Position AVG Price was 20.100000, currency: USDT, rate: 1.000220, last updated rate on 2022-08-27T15:01:07Z, point value: 1.000000"
2022-08-27 17:21:52,1 208.71,1 212.76,+4.05,"Close short position for symbol BYBIT:AVAXUSDT at price 20.015 for 15 shares. Position AVG Price was 20.285000, currency: USDT, rate: 1.000220, last updated rate on 2022-08-27T15:01:07Z, point value: 1.000000"
2022-08-27 17:20:41,1 204.79,1 208.71,+3.92,"Close short position for symbol BYBIT:AVAXUSDT at price 20.005 for 14 shares. Position AVG Price was 20.285000, currency: USDT, rate: 1.000220, last updated rate on 2022-08-27T15:01:07Z, point value: 1.000000"
2022-08-27 17:18:11,1 200.00,1 204.79,+4.79,"Close short position for symbol BYBIT:AVAXUSDT at price 20.120 for 29 shares. Position AVG Price was 20.285000, currency: USDT, rate: 1.000220, last updated rate on 2022-08-27T15:01:07Z, point value: 1.000000"
